Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No.of.Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg.Price,Pur.Vol.No.Promo,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1075730,3,3,10,2,3,5,5,2,1,22,3,16,15875,49,2417,3.06,323.98,15.23,88%,7%,6%,20%,0%,0%,0%,0%,0%,0%,8%,71.50%,83%,17%,0%,0%,37%,9%,43%,0%,0%,10%,0%,0%,0%,0%,0%
1077110,2,1,10,1,4,5,3,4,2,16,3,7,11125,22,1196.5,3.14,505.68,10.76,96%,0%,4%,80%,0%,0%,0%,0%,4%,0%,0%,16.00%,1%,99%,0%,0%,95%,0%,0%,1%,0%,0%,4%,0%,0%,0%,0%
1077200,4,3,10,2,4,1,2,4,1,7,2,6,11100,48,1273,8,231.25,11.47,100%,0%,0%,55%,0%,0%,0%,0%,0%,0%,0%,45.00%,40%,60%,0%,0%,60%,0%,0%,0%,40%,0%,0%,0%,0%,0%,0%
1077300,4,3,10,2,4,2,9,1,1,5,3,10,22600,25,1747,2.5,904,7.73,100%,0%,0%,21%,20%,0%,0%,0%,0%,0%,0%,58.80%,0%,25%,20%,55%,80%,0%,0%,0%,0%,0%,0%,0%,0%,20%,0%
1077390,3,3,10,2,3,4,7,2,1,16,2,15,30375,26,2389,1.73,1168.27,7.87,89%,0%,11%,0%,25%,0%,0%,0%,0%,0%,0%,75.30%,0%,40%,42%,17%,51%,22%,0%,2%,0%,0%,0%,0%,0%,25%,0%
1077480,4,3,10,2,3,5,5,2,1,18,2,4,9200,19,691,4.75,484.21,7.51,100%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,95.70%,2%,14%,0%,84%,98%,0%,0%,0%,2%,0%,0%,0%,0%,0%,0%
1077500,3,3,10,2,3,4,2,4,1,13,1,1,7650,17,433.5,17,450,5.67,100%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0.00%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%
1077570,4,3,10,2,4,4,3,4,1,13,3,16,7775,18,988,1.13,431.94,12.71,92%,2%,6%,23%,0%,0%,0%,0%,0%,0%,2%,75.60%,26%,74%,0%,0%,80%,4%,0%,0%,3%,14%,0%,0%,0%,0%,0%
1080020,2,0,0,0,2,0,0,5,0,0,3,9,7000,22,566,2.44,318.18,8.09,100%,0%,0%,10%,21%,0%,0%,0%,0%,0%,0%,68.60%,7%,20%,21%,51%,61%,11%,4%,0%,1%,0%,0%,0%,0%,21%,0%
1080080,4,3,10,2,4,4,6,2,1,11,3,15,22500,27,2357.5,1.8,833.33,10.48,100%,0%,0%,14%,0%,0%,0%,0%,0%,0%,3%,82.20%,5%,95%,0%,0%,45%,47%,0%,0%,0%,0%,0%,0%,0%,0%,8%
1080180,2,3,10,1,4,1,6,1,1,13,4,10,13100,42,1368.25,4.2,311.9,10.44,94%,0%,6%,27%,39%,0%,0%,0%,0%,0%,21%,13.70%,22%,39%,39%,0%,28%,31%,0%,0%,0%,0%,0%,2%,0%,39%,0%
1080220,1,3,10,2,4,4,5,4,1,29,6,23,19225,56,2292,2.43,343.3,11.92,86%,9%,5%,26%,0%,0%,3%,0%,14%,15%,2%,40.60%,41%,50%,0%,9%,42%,2%,15%,0%,24%,3%,14%,0%,0%,0%,0%
1080230,4,3,10,2,4,3,4,4,0,10,3,11,12325,27,1449,2.45,456.48,11.76,99%,0%,1%,67%,0%,0%,0%,0%,0%,0%,2%,30.80%,14%,86%,0%,0%,95%,2%,0%,0%,0%,2%,0%,0%,0%,0%,0%
1080250,3,3,10,2,4,5,1,4,1,21,3,14,5300,20,580.5,1.43,265,10.95,87%,4%,8%,0%,0%,0%,19%,0%,4%,0%,0%,76.90%,17%,25%,0%,58%,50%,0%,0%,45%,0%,0%,4%,0%,0%,0%,0%
1080330,4,3,10,2,2,3,6,1,1,10,6,39,11775,56,1312.75,1.44,210.27,11.15,76%,23%,1%,5%,3%,2%,12%,0%,4%,0%,0%,74.70%,33%,46%,8%,14%,59%,6%,1%,13%,1%,0%,4%,3%,0%,3%,12%
1080380,3,3,5,1,2,1,2,4,1,15,3,7,17750,29,1936.5,4.14,612.07,10.91,97%,0%,3%,59%,0%,0%,0%,0%,0%,0%,1%,39.60%,6%,94%,0%,0%,94%,1%,3%,0%,2%,0%,0%,0%,0%,0%,0%
1080390,4,3,10,2,4,4,4,4,1,17,4,18,27400,35,2804.5,1.94,782.86,10.24,94%,1%,5%,2%,13%,0%,0%,0%,0%,0%,2%,83.00%,9%,54%,16%,21%,38%,46%,0%,0%,1%,0%,0%,0%,0%,15%,0%
1080470,2,0,0,0,4,0,0,5,0,0,1,12,2850,20,446,1.67,142.5,15.65,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,100%,0%,0%,0%,68%,0%,32%,0%,0%,0%,0%,0%,0%,0%,0%
1080570,4,3,17,2,3,2,5,2,1,12,3,11,13100,26,1307,2.36,503.85,9.98,100%,0%,0%,50%,14%,0%,0%,0%,0%,0%,0%,35.90%,1%,85%,14%,0%,81%,4%,0%,0%,0%,1%,0%,0%,0%,14%,0%
1080590,3,3,10,2,4,5,3,4,0,16,4,18,6400,44,1072,2.44,145.45,16.75,80%,19%,2%,40%,0%,0%,5%,0%,4%,0%,0%,52.00%,77%,23%,0%,0%,52%,0%,1%,7%,36%,0%,4%,0%,0%,0%,1%
1080690,4,3,10,2,4,0,5,2,1,10,6,12,12455,29,915.9,2.42,429.48,7.35,98%,2%,0%,4%,69%,2%,10%,1%,0%,0%,0%,14.90%,2%,30%,69%,0%,22%,3%,1%,2%,0%,0%,0%,0%,1%,69%,2%
1080750,3,3,10,2,4,5,5,2,1,11,7,21,10750,54,1989.5,2.57,199.07,18.51,97%,0%,3%,6%,0%,3%,7%,38%,8%,0%,13%,24.90%,62%,38%,0%,0%,19%,13%,3%,3%,2%,0%,8%,0%,44%,0%,8%
1080820,4,1,4,2,4,1,8,2,2,11,2,12,11900,23,820,1.92,517.39,6.89,97%,0%,3%,0%,35%,0%,0%,0%,0%,0%,0%,64.70%,16%,3%,35%,45%,61%,0%,0%,0%,0%,0%,0%,0%,0%,35%,3%
1080950,3,3,17,2,4,0,8,2,1,9,4,22,50895,42,6371.85,1.91,1211.79,12.52,92%,5%,4%,56%,5%,0%,0%,0%,10%,0%,0%,28.80%,21%,74%,5%,0%,72%,8%,0%,2%,0%,3%,10%,0%,0%,5%,0%
1081110,2,1,4,2,4,4,5,4,1,15,3,12,19350,27,1362.5,2.25,716.67,7.04,91%,0%,9%,11%,73%,0%,0%,0%,0%,0%,0%,16.30%,5%,22%,73%,0%,20%,5%,0%,0%,2%,0%,0%,0%,0%,73%,0%
1081140,3,3,10,2,3,5,3,2,1,15,3,10,5325,24,749.5,2.4,221.88,14.08,94%,0%,6%,0%,28%,0%,0%,0%,0%,0%,20%,52.10%,70%,1%,28%,0%,4%,68%,0%,0%,0%,0%,0%,0%,0%,28%,0%
1081260,4,2,10,2,4,1,7,2,1,14,4,17,8775,27,1003,1.59,325,11.43,87%,13%,0%,13%,0%,6%,0%,0%,0%,0%,2%,79.80%,4%,96%,0%,0%,27%,64%,2%,7%,0%,0%,0%,0%,0%,0%,0%
1081410,1,1,4,2,4,8,2,4,1,36,3,4,6400,22,624.5,5.5,290.91,9.76,100%,0%,0%,9%,0%,0%,0%,0%,0%,89%,0%,1.60%,2%,98%,0%,0%,9%,0%,89%,0%,2%,0%,0%,0%,0%,0%,0%
1081490,3,1,4,2,4,3,6,2,2,19,3,7,16650,29,1625.5,4.14,574.14,9.76,100%,0%,0%,25%,0%,0%,0%,0%,0%,71%,0%,3.90%,0%,100%,0%,0%,26%,0%,71%,0%,0%,0%,0%,0%,0%,0%,3%
1081530,2,1,8,2,4,5,5,1,1,22,6,29,15700,34,2055,1.17,461.76,13.09,94%,3%,3%,11%,0%,11%,0%,0%,3%,3%,0%,71.00%,28%,70%,0%,2%,54%,10%,3%,24%,0%,0%,3%,0%,4%,0%,0%
1081640,2,1,4,2,4,5,6,2,1,36,4,16,5775,24,1161,1.5,240.63,20.1,93%,7%,0%,17%,0%,0%,0%,3%,0%,0%,13%,67.10%,80%,20%,0%,0%,61%,13%,0%,0%,0%,0%,0%,0%,20%,0%,6%
1081720,1,0,0,0,2,0,0,5,0,0,1,1,400,1,42,1,400,10.5,0%,0%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0.00%,0%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1081820,3,2,10,2,4,3,5,4,1,14,2,15,13200,44,1131.5,2.93,300,8.57,90%,7%,3%,0%,56%,0%,0%,0%,0%,0%,0%,44.30%,33%,12%,56%,0%,2%,11%,1%,0%,30%,0%,0%,0%,0%,56%,0%
1081850,4,1,10,2,4,4,5,4,2,9,5,26,28575,61,2688.75,2.35,468.44,9.41,92%,3%,6%,29%,35%,1%,0%,0%,0%,0%,2%,33.80%,14%,51%,35%,1%,47%,7%,4%,2%,5%,1%,0%,0%,0%,35%,0%
1081900,2,2,17,2,4,5,5,4,1,12,3,4,16350,22,1091.5,5.5,743.18,6.68,100%,0%,0%,3%,89%,0%,0%,0%,0%,0%,0%,8.30%,6%,6%,89%,0%,6%,6%,0%,0%,0%,0%,0%,0%,0%,89%,0%
1082020,4,3,10,2,2,4,9,2,1,11,2,2,22050,24,2153.5,12,918.75,9.77,95%,0%,5%,0%,0%,0%,0%,0%,0%,99%,1%,0.00%,1%,99%,0%,0%,0%,1%,99%,0%,0%,0%,0%,0%,0%,0%,0%
1082110,4,3,10,2,3,3,3,4,1,4,4,11,7775,36,576,3.27,215.97,7.41,99%,0%,1%,8%,62%,0%,10%,0%,0%,0%,0%,20.30%,0%,34%,64%,1%,19%,16%,0%,0%,0%,0%,0%,0%,0%,64%,0%
1082190,3,3,10,2,2,5,7,1,1,11,3,16,19975,31,1544,1.94,644.35,7.73,97%,3%,0%,0%,59%,0%,0%,0%,5%,0%,0%,36.90%,1%,25%,71%,4%,4%,20%,0%,0%,1%,0%,5%,0%,0%,71%,0%
1082210,4,3,10,2,2,1,4,4,1,17,4,26,17695,59,1369.5,2.27,299.92,7.74,96%,0%,4%,1%,61%,0%,0%,0%,0%,0%,5%,32.70%,16%,2%,82%,1%,3%,13%,2%,0%,1%,0%,0%,1%,0%,80%,1%
1082260,4,0,0,0,3,0,0,5,0,0,4,6,11125,17,741.5,2.83,654.41,6.67,100%,0%,0%,0%,84%,0%,14%,0%,0%,0%,1%,1.30%,1%,15%,84%,0%,14%,1%,1%,0%,0%,0%,0%,1%,0%,84%,0%
1085080,4,3,10,2,4,4,5,4,1,11,1,1,23250,23,1317.5,23,1010.87,5.67,100%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0.00%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%
1085220,4,0,0,0,4,0,0,5,0,0,1,1,225,1,42,1,225,18.67,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,100%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
1085230,2,3,10,2,4,5,6,4,1,13,5,30,11375,47,1408,1.57,242.02,12.38,93%,7%,0%,31%,11%,0%,7%,9%,0%,0%,0%,42.60%,30%,48%,12%,9%,70%,0%,4%,2%,0%,0%,0%,0%,9%,12%,3%
1085290,3,1,10,2,4,4,2,4,1,18,5,30,9500,55,1228.5,1.83,172.73,12.93,92%,0%,8%,19%,0%,26%,2%,0%,0%,6%,0%,46.10%,24%,71%,0%,6%,40%,0%,13%,33%,14%,0%,0%,0%,0%,0%,0%
1085340,4,3,17,2,4,4,4,4,1,12,2,17,9700,24,790,1.41,404.17,8.14,77%,23%,0%,0%,0%,0%,0%,0%,1%,0%,0%,99.20%,8%,8%,29%,55%,70%,0%,0%,0%,0%,0%,1%,0%,0%,29%,0%
1085460,1,1,10,2,4,5,3,4,1,15,4,11,7150,30,899.5,2.73,238.33,12.58,80%,6%,14%,71%,0%,0%,0%,0%,1%,0%,2%,25.90%,23%,77%,0%,0%,76%,2%,0%,0%,0%,19%,3%,0%,0%,0%,0%
1085480,4,3,10,2,4,2,4,4,1,8,5,10,14525,34,1349,3.4,427.21,9.29,80%,3%,17%,0%,73%,0%,0%,8%,3%,3%,0%,12.40%,20%,7%,73%,0%,8%,1%,3%,2%,0%,2%,3%,0%,8%,73%,0%
1085530,3,3,10,2,4,7,3,4,1,13,6,12,6050,21,533.5,1.75,288.1,8.82,100%,0%,0%,17%,42%,6%,0%,0%,0%,2%,1%,32.20%,9%,49%,42%,0%,26%,6%,9%,6%,0%,0%,0%,0%,0%,42%,10%
1085590,4,3,10,2,4,4,8,4,0,13,3,8,5900,8,385,1,737.5,6.53,100%,0%,0%,10%,31%,0%,0%,0%,0%,0%,0%,59.30%,0%,10%,90%,0%,10%,14%,0%,0%,0%,0%,0%,0%,0%,76%,0%
1085630,3,3,10,2,4,4,2,4,2,11,1,1,4275,15,548,15,285,12.82,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,100%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%
1090040,2,3,10,2,3,6,2,4,1,34,2,11,9525,24,1238.5,2.18,396.88,13,100%,0%,0%,31%,0%,0%,0%,0%,0%,0%,0%,68.50%,78%,22%,0%,0%,38%,0%,62%,0%,0%,0%,0%,0%,0%,0%,0%
1094030,3,3,10,2,4,4,2,4,1,13,3,14,6225,24,789,1.71,259.38,12.67,96%,0%,4%,46%,0%,0%,0%,0%,0%,5%,0%,49.40%,31%,24%,0%,45%,77%,0%,5%,18%,0%,0%,0%,0%,0%,0%,0%
1094070,1,0,0,0,2,0,0,5,0,0,1,1,1800,1,183,1,1800,10.17,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,0%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1095130,2,3,10,2,3,5,3,2,1,32,5,49,7575,69,1045,1.41,109.78,13.8,70%,26%,4%,15%,0%,5%,8%,0%,1%,0%,0%,71.60%,45%,49%,0%,6%,42%,8%,3%,36%,5%,0%,1%,1%,0%,0%,3%
1095140,1,0,0,0,1,0,0,5,0,0,3,6,2500,6,214.5,1,416.67,8.58,100%,0%,0%,12%,36%,0%,0%,0%,0%,0%,0%,52.00%,0%,64%,36%,0%,12%,52%,0%,0%,0%,0%,0%,0%,0%,36%,0%
1095150,4,3,5,2,4,4,4,4,1,12,6,31,21300,53,2452,1.71,401.89,11.51,77%,10%,14%,24%,11%,5%,0%,0%,0%,1%,2%,57.20%,12%,65%,11%,12%,44%,5%,29%,6%,3%,0%,0%,2%,0%,11%,0%
1095220,3,3,10,2,2,5,5,3,1,11,3,13,14450,30,1582.5,2.31,481.67,10.95,98%,0%,2%,6%,0%,0%,0%,0%,0%,0%,5%,89.30%,8%,92%,0%,0%,93%,5%,2%,0%,0%,0%,0%,0%,0%,0%,0%
1095330,4,1,10,2,2,5,5,2,1,16,2,6,9700,25,1067.5,4.17,388,11.01,100%,0%,0%,75%,0%,0%,0%,0%,0%,0%,0%,24.70%,4%,96%,0%,0%,95%,2%,3%,0%,0%,0%,0%,0%,0%,0%,0%
1097180,3,3,10,2,3,5,4,2,1,28,4,16,13900,43,1602,2.69,323.26,11.53,100%,0%,0%,63%,0%,0%,4%,0%,3%,0%,0%,29.10%,19%,81%,0%,0%,72%,12%,0%,0%,13%,0%,3%,0%,0%,0%,0%
1097370,4,3,10,2,2,4,5,2,1,11,3,12,17175,28,1370.5,2.33,613.39,7.98,70%,27%,3%,0%,45%,0%,0%,0%,16%,0%,0%,38.40%,1%,16%,51%,32%,32%,0%,1%,0%,0%,0%,16%,0%,0%,51%,0%
1097410,3,3,10,2,2,4,12,2,1,27,5,14,23775,18,2636,1.29,1320.83,11.09,100%,0%,0%,53%,0%,4%,5%,0%,1%,0%,0%,37.10%,10%,84%,0%,6%,82%,3%,0%,13%,0%,1%,1%,0%,0%,0%,0%
1097450,4,3,10,2,2,4,4,4,1,9,5,25,10050,36,1025,1.44,279.17,10.2,91%,9%,0%,13%,24%,13%,0%,0%,15%,0%,0%,35.60%,8%,44%,27%,21%,40%,0%,2%,16%,0%,0%,15%,0%,0%,27%,0%
1097530,3,2,10,2,4,5,5,4,1,14,2,4,8650,18,1548,4.5,480.56,17.9,90%,0%,10%,0%,0%,0%,0%,0%,0%,0%,97%,2.90%,99%,1%,0%,0%,2%,97%,1%,0%,0%,0%,0%,0%,0%,0%,0%
1097540,4,3,10,2,2,5,4,1,1,13,4,10,6625,18,689.5,1.8,368.06,10.41,100%,0%,0%,6%,0%,0%,9%,0%,2%,0%,0%,82.60%,6%,94%,0%,0%,92%,0%,6%,0%,0%,0%,2%,0%,0%,0%,0%
1100100,2,2,10,2,4,4,2,4,1,9,7,22,8225,40,1014.5,1.82,205.63,12.33,86%,14%,0%,18%,4%,0%,10%,1%,28%,0%,4%,35.60%,39%,57%,4%,0%,28%,4%,14%,0%,22%,0%,28%,0%,1%,4%,0%
1100120,3,2,10,2,2,4,6,2,1,8,5,16,16850,27,1872,1.69,624.07,11.11,96%,4%,0%,60%,0%,0%,0%,0%,3%,1%,2%,34.70%,5%,95%,0%,0%,93%,4%,1%,0%,0%,0%,3%,0%,0%,0%,0%
1100290,3,3,10,2,3,2,3,4,1,31,6,40,19325,47,2188.25,1.18,411.17,11.32,90%,8%,2%,6%,0%,3%,0%,0%,1%,1%,1%,87.80%,34%,65%,2%,0%,33%,7%,1%,10%,2%,2%,1%,0%,0%,0%,45%
1100420,4,1,10,2,4,4,5,4,1,13,2,6,11800,26,1339.5,4.33,453.85,11.35,100%,0%,0%,84%,0%,0%,0%,0%,0%,0%,0%,16.10%,12%,88%,0%,0%,97%,0%,1%,0%,2%,0%,0%,0%,0%,0%,0%
1100460,3,3,4,2,3,5,5,4,1,19,4,15,15510,32,1481.5,2.13,484.69,9.55,99%,1%,0%,27%,0%,0%,0%,0%,0%,24%,1%,47.60%,4%,69%,26%,0%,42%,31%,26%,0%,1%,0%,0%,0%,0%,0%,0%
1100470,4,3,10,2,3,4,4,4,2,12,3,8,11800,25,1192.5,3.13,472,10.11,87%,3%,9%,64%,10%,0%,0%,0%,0%,0%,0%,26.30%,1%,86%,10%,3%,89%,0%,0%,0%,1%,0%,0%,0%,0%,10%,0%
1100490,2,3,10,2,2,4,5,2,1,28,5,18,12925,28,1112.5,1.56,461.61,8.61,100%,0%,0%,17%,36%,1%,0%,0%,0%,2%,0%,43.50%,2%,62%,36%,0%,39%,20%,4%,1%,0%,0%,0%,0%,0%,36%,0%
1100510,1,2,10,2,4,7,4,4,1,18,6,25,9025,32,1930,1.28,282.03,21.39,100%,0%,0%,6%,5%,0%,0%,10%,3%,0%,5%,70.90%,65%,27%,7%,0%,41%,8%,0%,5%,0%,25%,3%,0%,10%,7%,0%
1100620,3,3,10,2,3,4,5,2,1,14,4,17,38925,32,4863,1.88,1216.41,12.49,98%,0%,2%,12%,0%,0%,3%,0%,30%,0%,0%,55.40%,14%,80%,0%,6%,48%,17%,2%,3%,0%,0%,30%,0%,0%,0%,0%
1100790,3,3,10,2,4,4,3,4,1,28,3,16,22500,25,2455.25,1.56,900,10.91,100%,0%,0%,9%,0%,0%,0%,0%,0%,11%,0%,80.70%,11%,89%,0%,0%,77%,4%,19%,0%,0%,0%,0%,0%,0%,0%,0%
1100860,2,1,5,2,1,7,2,4,1,19,3,8,6925,17,744,2.13,407.35,10.74,100%,0%,0%,49%,0%,3%,0%,0%,0%,0%,0%,47.70%,48%,52%,0%,0%,90%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%
1100910,1,2,10,2,4,7,4,4,1,29,3,21,8800,41,1041.5,1.95,214.63,11.84,84%,16%,0%,0%,0%,14%,23%,0%,0%,0%,0%,62.80%,7%,93%,0%,0%,46%,34%,0%,20%,0%,0%,0%,0%,0%,0%,0%
1101030,1,1,13,2,4,7,5,4,1,19,2,15,13675,30,1394,2,455.83,10.19,96%,2%,1%,0%,0%,0%,0%,0%,0%,34%,0%,66.40%,24%,76%,0%,0%,2%,4%,76%,0%,18%,0%,0%,0%,0%,0%,0%
1101070,2,1,4,2,3,5,5,2,1,20,2,8,12200,25,1421,3.13,488,11.65,75%,21%,4%,0%,0%,41%,0%,0%,0%,0%,0%,59.40%,28%,41%,0%,31%,39%,0%,0%,59%,2%,0%,0%,0%,0%,0%,0%
1101080,3,3,10,2,4,4,4,4,1,18,3,34,16600,54,2204,1.59,307.41,13.28,94%,6%,0%,29%,0%,19%,0%,0%,0%,0%,0%,52.60%,41%,55%,0%,4%,43%,1%,4%,32%,18%,1%,0%,0%,0%,0%,1%
1104070,2,3,10,2,4,5,6,3,1,16,7,29,12675,50,1657.5,1.72,253.5,13.08,98%,2%,0%,2%,2%,2%,0%,4%,3%,34%,0%,53.10%,37%,60%,2%,1%,13%,11%,60%,2%,2%,1%,3%,0%,7%,2%,0%
1104230,4,3,10,2,3,5,7,2,1,16,3,8,6900,16,712,2,431.25,10.32,100%,0%,0%,83%,0%,0%,0%,0%,4%,0%,0%,13.00%,3%,87%,0%,10%,93%,0%,0%,0%,3%,0%,4%,0%,0%,0%,0%
1104380,3,0,0,0,2,0,0,5,0,0,1,2,900,2,104,1,450,11.56,67%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,0%,67%,0%,33%,33%,67%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1104490,2,1,5,2,4,4,15,2,1,10,3,8,48500,28,5425,3.5,1732.14,11.19,95%,5%,0%,79%,3%,0%,0%,0%,0%,0%,0%,17.60%,9%,86%,3%,2%,95%,0%,0%,0%,0%,0%,0%,0%,2%,3%,0%
1104510,4,3,17,1,3,3,6,2,2,11,2,10,18200,38,1409.5,3.8,478.95,7.74,92%,4%,4%,0%,5%,0%,0%,0%,0%,0%,0%,95.10%,10%,3%,5%,82%,82%,3%,0%,0%,10%,0%,0%,0%,0%,5%,0%
1104630,4,3,10,2,3,5,4,4,1,19,6,18,11100,34,865.5,1.89,326.47,7.8,82%,9%,9%,5%,5%,0%,0%,0%,1%,2%,2%,85.60%,14%,8%,5%,73%,89%,2%,2%,0%,0%,0%,1%,0%,0%,5%,1%
1104740,3,3,10,2,2,5,5,2,1,11,5,17,24435,29,2583,1.71,842.59,10.57,100%,0%,0%,70%,2%,0%,0%,0%,0%,7%,2%,18.70%,6%,92%,2%,0%,87%,2%,7%,0%,1%,0%,0%,0%,0%,2%,0%
1105040,2,3,10,2,3,5,5,2,2,13,4,18,19275,31,1889,1.72,621.77,9.8,99%,1%,0%,5%,2%,0%,6%,0%,0%,0%,0%,87.50%,30%,69%,2%,0%,12%,2%,31%,0%,7%,0%,0%,0%,0%,2%,47%
1105100,4,0,0,0,2,0,0,5,0,0,5,20,9325,27,945.5,1.35,345.37,10.14,98%,2%,0%,13%,0%,2%,12%,0%,0%,9%,0%,64.30%,20%,50%,0%,29%,75%,8%,9%,4%,4%,0%,0%,0%,0%,0%,0%
1105130,1,3,12,2,3,7,5,2,2,14,4,23,8125,38,720,1.65,213.82,8.86,94%,2%,5%,4%,35%,0%,0%,0%,0%,1%,0%,60.00%,13%,44%,40%,3%,16%,37%,3%,4%,1%,0%,0%,0%,0%,40%,0%
1105150,3,3,10,2,4,5,4,4,1,17,5,16,10800,30,1215,1.88,360,11.25,100%,0%,0%,60%,4%,0%,22%,0%,0%,0%,5%,8.30%,14%,81%,4%,0%,86%,6%,1%,0%,2%,0%,0%,0%,0%,4%,0%
1105250,2,3,10,2,2,7,5,1,1,13,6,29,13750,56,1472.75,1.93,245.54,10.71,96%,4%,0%,27%,21%,0%,0%,1%,0%,6%,2%,44.20%,19%,61%,21%,0%,33%,32%,7%,1%,4%,0%,0%,1%,1%,21%,0%
1105370,4,3,5,2,3,4,6,3,1,16,3,20,12275,40,1904.5,2,306.88,15.52,95%,0%,5%,7%,0%,0%,0%,0%,1%,0%,0%,92.70%,63%,37%,0%,0%,7%,82%,1%,0%,4%,4%,1%,0%,0%,0%,1%
1105400,3,3,10,2,2,5,4,2,1,30,4,23,11425,33,1318.5,1.43,346.21,11.54,82%,18%,0%,0%,8%,0%,0%,0%,2%,3%,0%,87.50%,32%,60%,8%,0%,20%,7%,33%,6%,0%,0%,2%,0%,2%,8%,22%
1105580,2,1,16,2,2,5,3,2,1,23,4,12,6500,25,957,2.08,260,14.72,93%,7%,0%,0%,0%,20%,0%,0%,5%,0%,1%,74.60%,53%,47%,0%,0%,5%,24%,16%,51%,0%,0%,5%,0%,0%,0%,0%
1105630,3,1,10,2,3,5,4,4,1,16,3,17,10000,40,1077.5,2.35,250,10.78,98%,0%,2%,56%,8%,0%,0%,0%,0%,0%,0%,36.50%,23%,70%,8%,0%,70%,0%,8%,0%,15%,0%,0%,0%,0%,8%,0%
1105830,2,3,10,2,2,5,4,2,1,18,2,18,10925,22,1153,1.22,496.59,10.55,81%,15%,4%,5%,0%,0%,0%,0%,0%,0%,0%,94.50%,35%,15%,0%,50%,61%,5%,8%,23%,0%,2%,0%,0%,0%,0%,0%
1105890,3,3,10,2,3,1,4,4,1,11,2,10,5350,22,539,2.2,243.18,10.07,100%,0%,0%,0%,0%,0%,36%,0%,0%,0%,0%,64.50%,0%,45%,0%,55%,71%,0%,10%,20%,0%,0%,0%,0%,0%,0%,0%
1105900,4,3,10,2,2,6,4,3,1,9,2,15,14500,38,1538,2.53,381.58,10.61,100%,0%,0%,42%,0%,0%,0%,0%,0%,0%,0%,58.10%,11%,64%,0%,25%,90%,0%,0%,1%,9%,0%,0%,1%,0%,0%,0%
1106020,2,3,10,2,4,5,5,4,1,14,5,16,14900,32,998,2,465.63,6.7,83%,0%,17%,4%,79%,0%,1%,0%,0%,4%,0%,12.80%,2%,18%,79%,1%,9%,6%,5%,1%,1%,0%,0%,0%,0%,79%,0%
1106040,4,1,10,2,2,1,4,2,1,8,6,20,13100,31,1436,1.55,422.58,10.96,97%,0%,3%,7%,0%,0%,5%,0%,2%,5%,4%,78.20%,17%,83%,0%,0%,69%,12%,7%,0%,9%,0%,3%,0%,0%,0%,0%
