Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No.of.Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg.Price,Pur.Vol.No.Promo,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1106090,3,1,10,2,4,4,5,2,1,14,5,19,17850,34,1874,1.79,525,10.5,83%,13%,4%,0%,8%,0%,60%,0%,4%,0%,1%,26.60%,5%,84%,8%,3%,79%,1%,4%,1%,1%,1%,4%,1%,0%,8%,0%
1106180,1,1,16,2,2,7,4,3,1,38,3,23,10800,32,1918.5,1.39,337.5,17.76,100%,0%,0%,0%,0%,0%,19%,14%,0%,0%,0%,67.60%,64%,36%,0%,0%,65%,10%,1%,0%,1%,3%,0%,2%,19%,0%,0%
1106290,2,0,0,0,2,0,0,5,0,0,5,21,4250,23,658,1.1,184.78,15.48,100%,0%,0%,16%,0%,16%,0%,5%,0%,0%,2%,60.60%,44%,56%,0%,0%,52%,21%,5%,16%,0%,0%,0%,0%,5%,0%,0%
1106360,3,0,0,0,2,0,0,5,0,0,3,4,2175,7,266,1.75,310.71,12.23,82%,0%,18%,69%,0%,21%,0%,0%,0%,0%,0%,10.30%,10%,90%,0%,0%,69%,0%,6%,21%,5%,0%,0%,0%,0%,0%,0%
1106440,3,3,10,2,4,4,5,2,2,14,2,8,5700,22,462.5,2.75,259.09,8.11,82%,18%,0%,16%,0%,0%,0%,0%,0%,0%,0%,84.20%,0%,16%,0%,84%,89%,0%,0%,4%,7%,0%,0%,0%,0%,0%,0%
1106550,2,3,10,2,2,7,5,4,0,15,6,28,14400,41,1641.5,1.46,351.22,11.4,100%,0%,0%,27%,8%,1%,0%,0%,1%,1%,0%,61.10%,14%,77%,8%,0%,29%,48%,3%,2%,4%,0%,1%,4%,0%,8%,0%
1106570,1,3,10,2,2,7,3,1,1,30,4,17,9400,22,1513.5,1.29,427.27,16.1,95%,5%,0%,30%,0%,5%,0%,0%,0%,0%,10%,55.30%,65%,35%,0%,0%,48%,27%,10%,14%,0%,0%,0%,0%,0%,0%,1%
1106630,3,3,10,2,2,5,5,3,1,15,5,8,11450,20,1138,2.5,572.5,9.94,100%,0%,0%,0%,3%,0%,5%,1%,0%,75%,0%,15.70%,1%,93%,3%,3%,8%,13%,75%,0%,0%,0%,0%,0%,1%,3%,0%
1106730,3,3,10,2,2,5,4,3,1,20,6,36,9225,49,1220,1.36,188.27,13.22,82%,11%,7%,1%,0%,0%,1%,2%,10%,3%,0%,83.20%,32%,58%,0%,10%,56%,0%,5%,2%,2%,6%,10%,3%,2%,0%,15%
1106800,3,3,10,1,2,5,4,1,1,15,1,2,1350,2,142,1,675,10.52,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,0%,100%,0%,0%,44%,0%,0%,0%,0%,0%,56%,0%,0%,0%,0%
1106810,2,3,10,2,2,5,5,3,1,12,4,7,3075,7,395.25,1,439.29,12.85,80%,20%,0%,16%,0%,7%,13%,0%,0%,0%,0%,63.40%,39%,61%,0%,0%,83%,0%,0%,7%,0%,10%,0%,0%,0%,0%,0%
1110140,3,3,10,2,2,5,3,1,1,15,2,12,8525,37,1325.5,3.08,230.41,15.55,89%,2%,9%,0%,0%,1%,0%,0%,0%,0%,0%,99.10%,98%,2%,0%,0%,0%,0%,77%,11%,0%,0%,0%,12%,0%,0%,0%
1110290,3,3,17,2,3,5,5,4,1,31,2,16,12625,42,2120.5,2.63,300.6,16.8,98%,2%,0%,18%,0%,0%,0%,0%,0%,0%,0%,81.80%,79%,21%,0%,0%,38%,48%,0%,12%,0%,1%,0%,0%,0%,0%,2%
1110370,2,1,4,2,4,4,5,4,2,6,4,26,15500,30,1785.5,1.15,516.67,11.52,62%,36%,2%,0%,0%,2%,0%,0%,21%,13%,0%,63.90%,28%,63%,0%,9%,47%,3%,13%,2%,5%,0%,31%,0%,0%,0%,0%
1110380,3,3,6,2,4,4,5,4,1,10,6,23,26050,57,2647,2.48,457.02,10.16,96%,2%,2%,0%,1%,2%,0%,1%,0%,5%,0%,90.90%,24%,75%,1%,0%,2%,0%,22%,2%,9%,0%,0%,0%,1%,1%,63%
1110540,1,2,6,2,2,7,4,4,1,38,4,14,10225,48,1801,3.43,213.02,17.61,90%,0%,10%,0%,0%,0%,0%,18%,0%,6%,1%,75.10%,82%,18%,0%,0%,1%,1%,60%,0%,0%,0%,0%,1%,37%,0%,0%
1110550,2,3,10,2,4,4,4,4,1,10,7,21,46350,56,4416,2.67,827.68,9.53,98%,1%,2%,43%,28%,1%,1%,0%,1%,0%,1%,25.40%,2%,69%,28%,1%,56%,7%,5%,3%,0%,0%,1%,0%,0%,28%,0%
1110680,3,3,10,2,4,5,3,4,1,11,4,29,18025,72,2307.25,2.48,250.35,12.8,100%,0%,0%,0%,0%,9%,17%,0%,0%,4%,0%,70.20%,34%,66%,0%,0%,53%,0%,7%,28%,11%,0%,0%,1%,0%,0%,0%
1110890,2,3,10,2,4,4,5,4,1,17,3,16,12350,29,1181.5,1.81,425.86,9.57,95%,5%,0%,10%,0%,6%,0%,0%,0%,0%,0%,84.20%,12%,67%,0%,21%,66%,0%,1%,8%,2%,0%,0%,0%,0%,0%,22%
1110970,3,3,10,2,4,4,6,3,2,16,5,14,10775,29,1028,2.07,371.55,9.54,95%,0%,5%,9%,1%,0%,0%,0%,1%,0%,2%,86.50%,10%,10%,1%,79%,85%,2%,0%,11%,0%,0%,1%,0%,0%,1%,0%
1111010,1,2,4,2,4,5,5,4,1,31,8,44,15135,61,1675.5,1.39,248.11,11.07,85%,14%,1%,1%,2%,0%,1%,1%,8%,5%,0%,81.00%,9%,87%,2%,2%,28%,21%,5%,1%,2%,0%,32%,0%,1%,2%,8%
1111100,1,2,17,2,4,7,3,4,1,1,3,5,10800,46,1626,9.2,234.78,15.06,100%,0%,0%,0%,4%,0%,0%,0%,0%,0%,51%,45.10%,51%,45%,4%,0%,0%,96%,0%,0%,0%,0%,0%,0%,0%,4%,0%
1111180,3,3,17,2,4,5,4,4,1,12,3,21,30325,41,2357.5,1.95,739.63,7.77,81%,15%,4%,0%,40%,3%,0%,0%,0%,0%,0%,57.00%,9%,23%,44%,23%,44%,6%,0%,9%,0%,0%,0%,0%,0%,40%,0%
1111280,1,1,10,2,4,7,4,4,2,38,4,23,9425,43,1855.5,1.87,219.19,19.69,69%,27%,4%,19%,0%,14%,0%,2%,0%,0%,0%,65.50%,64%,36%,0%,0%,38%,0%,10%,20%,0%,29%,0%,0%,2%,0%,2%
1111310,2,3,6,2,4,4,3,4,0,16,4,8,31575,28,3385,3.5,1127.68,10.72,100%,0%,0%,0%,0%,0%,86%,0%,0%,0%,1%,13.10%,7%,93%,0%,0%,94%,1%,5%,0%,0%,0%,0%,0%,0%,0%,0%
1111410,3,3,17,2,4,4,6,2,2,19,6,20,28100,70,2467.25,3.5,401.43,8.78,95%,0%,5%,1%,29%,0%,0%,0%,0%,0%,2%,67.50%,6%,47%,29%,18%,19%,47%,2%,1%,0%,0%,0%,0%,0%,29%,0%
1111500,1,3,10,2,4,5,4,4,1,26,3,18,6950,26,1041.5,1.44,267.31,14.99,86%,14%,0%,57%,0%,4%,0%,0%,0%,0%,0%,38.50%,47%,53%,0%,0%,82%,0%,0%,6%,0%,12%,0%,0%,0%,0%,0%
1111710,2,0,0,0,3,0,0,5,0,0,2,2,1300,2,93,1,650,7.15,100%,0%,0%,31%,69%,0%,0%,0%,0%,0%,0%,0.00%,0%,31%,69%,0%,31%,0%,0%,0%,0%,0%,0%,0%,0%,69%,0%
1111750,3,3,10,2,3,4,3,4,1,18,5,13,24750,91,2798.5,7,271.98,11.31,98%,0%,2%,29%,3%,0%,3%,0%,0%,30%,0%,35.20%,3%,94%,3%,0%,35%,6%,53%,0%,0%,0%,0%,3%,0%,3%,0%
1115100,3,3,10,2,4,4,5,4,1,11,4,12,11650,28,1351,2.33,416.07,11.6,94%,0%,6%,0%,50%,0%,0%,1%,0%,0%,26%,22.70%,49%,1%,50%,0%,0%,46%,1%,0%,3%,0%,0%,0%,1%,50%,0%
1115200,2,1,4,2,3,6,5,2,1,18,3,24,14250,38,1494.5,1.58,375,10.49,95%,5%,0%,53%,0%,0%,1%,0%,0%,0%,0%,46.00%,12%,62%,0%,26%,79%,0%,2%,17%,1%,0%,0%,1%,0%,0%,0%
1115320,2,3,17,2,3,5,4,4,0,11,2,6,13400,18,1274.5,3,744.44,9.51,96%,0%,4%,0%,0%,0%,0%,0%,0%,22%,0%,78.40%,0%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%
1115330,3,3,10,2,3,4,6,4,1,15,7,20,17175,58,1924.5,2.9,296.12,11.21,99%,0%,1%,48%,2%,0%,2%,2%,0%,7%,2%,38.30%,18%,79%,2%,1%,74%,3%,7%,1%,12%,0%,0%,0%,2%,2%,0%
1115620,3,1,12,2,3,5,5,2,1,15,4,17,9900,30,1062.5,1.76,330,10.73,100%,0%,0%,52%,8%,0%,0%,0%,8%,0%,0%,32.60%,13%,78%,8%,2%,77%,0%,3%,0%,4%,0%,8%,0%,0%,8%,0%
1115710,2,1,13,2,4,1,5,4,2,31,6,16,9100,21,949.5,1.31,433.33,10.43,92%,8%,0%,4%,3%,2%,0%,0%,16%,3%,0%,71.70%,7%,65%,3%,26%,27%,40%,3%,4%,7%,0%,16%,0%,0%,3%,0%
1115800,3,3,10,2,3,5,4,2,1,12,4,18,7280,27,862.6,1.5,269.63,11.85,84%,16%,0%,0%,0%,0%,0%,7%,9%,3%,0%,80.80%,29%,71%,0%,0%,9%,18%,16%,6%,1%,0%,9%,0%,7%,0%,33%
1115970,1,0,0,0,3,0,0,5,0,0,2,3,2750,3,305,1,916.67,11.09,100%,0%,0%,0%,0%,0%,0%,0%,27%,0%,0%,72.70%,0%,100%,0%,0%,73%,0%,0%,0%,0%,0%,27%,0%,0%,0%,0%
1116000,2,1,4,2,3,5,4,4,1,23,5,23,9250,32,979.2,1.39,289.06,10.59,68%,14%,18%,1%,0%,0%,1%,0%,2%,0%,1%,94.60%,27%,31%,0%,42%,57%,1%,19%,6%,0%,0%,2%,1%,0%,0%,13%
1116050,3,3,10,2,3,4,6,3,1,12,5,23,16425,41,1683.5,1.78,400.61,10.25,81%,7%,12%,12%,0%,0%,1%,0%,3%,0%,1%,83.10%,36%,38%,11%,15%,39%,25%,4%,5%,23%,0%,3%,0%,0%,0%,2%
1116130,2,1,4,2,3,5,5,2,1,9,5,23,9325,41,1122.5,1.78,227.44,12.04,83%,12%,4%,29%,0%,5%,0%,6%,2%,0%,0%,59.00%,42%,51%,0%,6%,70%,2%,2%,6%,13%,0%,2%,0%,6%,0%,0%
1116200,2,3,10,2,4,5,2,4,1,32,3,9,6850,24,1026.5,2.67,285.42,14.99,93%,7%,0%,13%,0%,70%,0%,0%,0%,0%,0%,16.80%,14%,86%,0%,0%,16%,0%,8%,76%,0%,0%,0%,0%,0%,0%,0%
1116250,3,3,10,2,3,6,5,4,1,28,3,10,14150,30,1427.5,3,471.67,10.09,95%,0%,5%,3%,10%,0%,0%,0%,0%,0%,0%,87.60%,9%,82%,10%,0%,3%,78%,2%,0%,8%,0%,0%,0%,0%,10%,0%
1116380,2,2,4,2,3,4,5,4,1,22,3,9,9925,18,1554,2,551.39,15.66,98%,2%,0%,25%,0%,59%,0%,0%,0%,0%,0%,15.60%,7%,92%,0%,1%,28%,0%,0%,72%,0%,0%,0%,0%,0%,0%,0%
1116470,3,3,10,2,3,4,6,3,2,10,5,10,7675,26,852.5,2.6,295.19,11.11,97%,3%,0%,48%,4%,0%,0%,0%,3%,0%,6%,39.10%,10%,86%,4%,0%,83%,6%,0%,0%,4%,0%,3%,0%,0%,4%,0%
1116570,3,3,17,2,4,4,7,2,1,10,2,4,17950,18,1285,4.5,997.22,7.16,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,99.20%,1%,0%,0%,99%,99%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%
1116580,2,3,10,2,3,4,3,4,1,18,2,11,4975,19,866.5,1.73,261.84,17.42,95%,5%,0%,6%,0%,0%,0%,0%,0%,0%,0%,94.00%,91%,9%,0%,0%,9%,0%,0%,30%,4%,47%,0%,0%,1%,0%,9%
1116630,3,3,10,2,3,4,4,2,1,13,3,28,10195,50,1246.5,1.79,203.9,12.23,95%,1%,3%,36%,0%,0%,0%,0%,0%,34%,0%,30.10%,25%,68%,0%,7%,54%,0%,43%,0%,1%,0%,0%,2%,0%,0%,0%
1116730,3,3,10,2,4,3,3,4,1,17,3,17,6100,25,639.5,1.47,244,10.48,47%,53%,0%,5%,0%,0%,26%,0%,0%,0%,0%,68.90%,25%,65%,0%,10%,79%,0%,0%,0%,21%,0%,0%,0%,0%,0%,0%
1120150,1,2,10,2,4,5,4,4,1,18,4,28,13020,66,2059,2.36,197.27,15.81,59%,34%,7%,0%,0%,41%,0%,8%,0%,0%,4%,46.40%,38%,62%,0%,0%,3%,6%,1%,48%,11%,0%,0%,0%,9%,0%,22%
1120250,2,1,5,2,4,5,6,1,1,21,3,9,14350,35,1643.5,3.89,410,11.45,97%,0%,3%,0%,0%,0%,0%,0%,11%,13%,0%,75.30%,50%,48%,0%,2%,9%,0%,71%,0%,8%,0%,11%,0%,0%,0%,0%
1120440,1,3,4,1,4,5,5,1,1,32,7,18,11725,34,1270,1.89,344.85,10.83,84%,13%,3%,31%,24%,0%,0%,1%,22%,7%,3%,11.90%,12%,62%,26%,0%,31%,9%,7%,5%,0%,0%,22%,0%,1%,26%,0%
1120450,3,3,10,2,4,4,5,2,1,20,4,18,10025,24,1267.5,1.33,417.71,12.64,94%,6%,0%,5%,0%,0%,44%,0%,4%,0%,0%,47.40%,29%,61%,0%,10%,67%,23%,1%,5%,0%,0%,4%,0%,0%,0%,0%
1120550,1,3,3,2,3,7,3,4,1,14,4,13,9800,26,1534.25,2,376.92,15.66,100%,0%,0%,70%,0%,3%,0%,0%,0%,0%,1%,26.50%,57%,43%,0%,0%,88%,5%,0%,3%,0%,5%,0%,0%,0%,0%,0%
1120560,2,3,3,2,4,6,4,4,1,10,3,4,1175,4,187.5,1,293.75,15.96,100%,0%,0%,43%,0%,0%,0%,13%,0%,0%,0%,44.70%,57%,43%,0%,0%,74%,0%,0%,0%,0%,13%,0%,0%,13%,0%,0%
1120690,3,3,10,2,4,4,5,4,1,27,4,19,12475,27,1641.5,1.42,462.04,13.16,100%,0%,0%,24%,4%,0%,0%,0%,4%,0%,0%,68.70%,50%,46%,4%,0%,32%,10%,23%,0%,5%,22%,4%,0%,0%,4%,0%
1120850,3,3,10,2,4,5,8,3,2,14,2,2,13500,23,1325,11.5,586.96,9.81,96%,4%,0%,0%,0%,0%,0%,0%,0%,93%,0%,6.70%,0%,100%,0%,0%,7%,0%,93%,0%,0%,0%,0%,0%,0%,0%,0%
1120870,2,1,4,2,3,4,5,4,1,33,3,26,12750,46,1747.5,1.77,277.17,13.71,94%,5%,1%,0%,0%,3%,0%,12%,0%,0%,0%,84.70%,70%,11%,0%,18%,61%,1%,1%,21%,0%,0%,0%,0%,17%,0%,0%
1120960,1,1,4,2,3,6,3,4,1,30,4,13,11200,49,1488.25,3.77,228.57,13.29,91%,0%,9%,6%,0%,4%,0%,0%,13%,0%,0%,77.00%,7%,93%,0%,0%,8%,40%,35%,4%,0%,0%,13%,0%,0%,0%,0%
1121050,1,1,4,2,2,6,10,3,1,51,8,56,22325,86,3576.5,1.54,259.59,16.02,82%,15%,3%,1%,1%,2%,0%,2%,1%,7%,7%,78.90%,61%,36%,1%,2%,25%,22%,7%,23%,0%,7%,1%,4%,6%,1%,3%
1121170,3,3,9,2,4,4,5,2,1,31,7,22,11775,36,1510.5,1.64,327.08,12.83,90%,10%,0%,37%,0%,2%,15%,3%,0%,8%,4%,30.80%,22%,78%,0%,0%,68%,4%,12%,4%,0%,0%,0%,0%,3%,0%,8%
1121270,1,1,15,2,3,7,5,4,1,30,3,15,12775,46,2797,3.07,277.72,21.89,84%,0%,16%,0%,5%,0%,0%,26%,0%,0%,0%,68.90%,95%,0%,5%,0%,50%,0%,0%,0%,0%,1%,0%,0%,44%,5%,1%
1121350,2,3,12,2,4,5,7,2,1,48,7,43,12950,61,1793.5,1.42,212.3,13.85,81%,15%,3%,12%,0%,3%,5%,2%,1%,0%,6%,71.60%,40%,20%,0%,40%,47%,10%,9%,19%,0%,10%,1%,0%,2%,0%,3%
1121440,1,1,4,2,3,7,5,2,1,26,2,18,5650,21,789,1.17,269.05,13.96,100%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,85.00%,60%,35%,0%,5%,56%,27%,0%,8%,7%,0%,0%,1%,0%,0%,0%
1121450,3,3,10,2,4,5,2,4,1,32,4,14,4225,20,625.5,1.43,211.25,14.8,95%,5%,0%,59%,0%,0%,0%,0%,7%,0%,7%,26.60%,55%,45%,0%,0%,68%,7%,5%,0%,0%,12%,7%,0%,0%,0%,0%
1121570,2,2,8,2,4,3,5,2,1,31,4,31,17400,42,2207,1.35,414.29,12.68,94%,3%,3%,5%,5%,0%,0%,1%,0%,0%,0%,88.40%,48%,11%,5%,35%,79%,3%,0%,9%,3%,0%,0%,0%,1%,5%,0%
1121660,1,3,9,2,3,7,9,3,1,45,4,15,22925,36,3014.5,2.4,636.81,13.15,89%,2%,9%,2%,0%,0%,0%,1%,2%,0%,0%,96.00%,92%,8%,0%,0%,5%,1%,85%,3%,0%,2%,2%,0%,2%,0%,0%
1121760,2,3,14,1,4,5,5,1,0,14,4,29,17825,72,2406,2.48,247.57,13.5,100%,0%,0%,0%,13%,0%,0%,0%,0%,25%,1%,60.00%,38%,49%,13%,0%,0%,11%,35%,23%,0%,0%,0%,12%,0%,13%,5%
1121780,1,1,4,2,4,4,4,4,1,24,3,20,9025,25,1387.5,1.25,361,15.37,49%,12%,38%,0%,0%,3%,0%,0%,0%,0%,3%,93.40%,59%,41%,0%,0%,19%,18%,0%,48%,8%,0%,0%,0%,0%,0%,7%
1125100,2,1,10,2,4,5,2,4,1,30,4,16,4450,23,541.5,1.44,193.48,12.17,39%,37%,24%,9%,13%,0%,0%,0%,0%,0%,12%,65.70%,34%,26%,13%,27%,60%,12%,8%,0%,0%,7%,0%,0%,0%,13%,0%
1125140,2,1,16,2,4,5,3,4,1,33,5,33,9970,50,1331.35,1.52,199.4,13.35,74%,7%,19%,16%,2%,0%,0%,8%,0%,1%,0%,73.90%,27%,69%,4%,0%,43%,31%,1%,0%,4%,2%,0%,0%,8%,4%,7%
1125190,1,1,10,2,4,5,4,4,1,39,3,20,6175,46,1060,2.3,134.24,17.17,96%,4%,0%,0%,0%,32%,0%,10%,0%,0%,0%,58.70%,59%,41%,0%,0%,11%,7%,1%,59%,10%,2%,0%,0%,10%,0%,0%
1125280,3,0,0,0,4,0,0,5,0,0,1,2,375,2,30,1,187.5,8,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,20%,0%,0%,80%,80%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%
1125470,1,1,10,2,4,4,4,4,2,29,4,20,8125,30,965.5,1.5,270.83,11.88,96%,0%,4%,0%,0%,2%,4%,3%,0%,0%,0%,91.70%,23%,77%,0%,0%,53%,29%,0%,2%,14%,0%,0%,0%,3%,0%,0%
1125480,3,1,4,1,4,5,2,4,1,8,3,11,5600,21,812,1.91,266.67,14.5,89%,5%,5%,36%,0%,0%,0%,0%,0%,0%,5%,58.90%,62%,38%,0%,0%,41%,5%,3%,46%,5%,0%,0%,0%,0%,0%,0%
1125510,2,1,19,2,4,1,3,4,1,29,5,12,13850,25,1580,2.08,554,11.41,100%,0%,0%,52%,2%,0%,0%,1%,0%,4%,0%,40.40%,11%,87%,2%,0%,82%,0%,4%,0%,1%,5%,0%,3%,1%,2%,0%
1125790,3,3,6,2,2,6,4,2,1,25,3,14,9800,28,1264,2,350,12.9,94%,2%,4%,62%,0%,0%,0%,0%,8%,0%,0%,30.40%,29%,71%,0%,0%,76%,0%,2%,5%,8%,1%,8%,0%,0%,0%,0%
1125840,2,3,10,2,4,4,5,4,2,18,2,11,14050,18,1031.5,1.64,780.56,7.34,97%,0%,3%,0%,54%,0%,0%,0%,0%,0%,0%,45.60%,0%,33%,67%,0%,7%,34%,0%,0%,0%,0%,0%,0%,0%,59%,0%
1125910,3,3,10,2,4,4,5,3,1,23,1,15,5225,19,582,1.27,275,11.14,79%,16%,4%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,85%,11%,0%,4%,61%,20%,14%,0%,0%,0%,0%,4%,0%,0%,0%
1130020,3,1,4,2,4,4,1,4,0,12,3,19,4325,30,469.25,1.58,144.17,10.85,98%,0%,2%,28%,0%,0%,0%,2%,0%,0%,0%,70.50%,17%,67%,5%,10%,67%,0%,0%,10%,14%,0%,0%,2%,2%,5%,0%
1134090,1,3,5,2,3,4,5,2,1,19,2,16,9100,19,1513.5,1.19,478.95,16.63,97%,0%,3%,9%,0%,0%,0%,0%,0%,0%,0%,91.20%,50%,50%,0%,0%,31%,0%,0%,7%,0%,0%,0%,0%,36%,0%,26%
1135050,2,1,13,2,4,6,5,1,1,16,6,23,20400,55,2404,2.39,370.91,11.78,91%,1%,8%,33%,0%,0%,1%,0%,3%,20%,12%,30.60%,18%,79%,2%,1%,50%,19%,25%,0%,0%,0%,3%,0%,0%,2%,0%
1135150,1,3,10,2,2,5,5,3,1,25,3,27,10345,47,1262.5,1.74,220.11,12.2,84%,7%,9%,59%,0%,0%,0%,0%,0%,0%,1%,40.60%,25%,67%,0%,8%,78%,4%,8%,5%,1%,1%,0%,1%,0%,0%,1%
1135240,1,0,0,0,2,0,0,5,0,0,2,10,3750,13,495,1.3,288.46,13.2,100%,0%,0%,16%,0%,0%,0%,0%,0%,0%,0%,84.00%,92%,0%,0%,8%,88%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%
1135320,1,0,0,0,1,0,0,5,0,0,2,2,1300,2,200,1,650,15.38,100%,0%,0%,0%,0%,0%,0%,0%,0%,31%,0%,69.20%,69%,31%,0%,0%,0%,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%
1137070,3,3,10,2,4,5,4,4,1,36,6,35,20025,52,2638.5,1.49,385.1,13.18,76%,5%,18%,36%,0%,1%,0%,1%,0%,6%,1%,54.60%,42%,53%,0%,5%,61%,1%,12%,9%,11%,4%,0%,0%,1%,0%,1%
1137150,2,0,0,0,3,0,0,5,0,0,5,13,7525,16,1446,1.23,470.31,19.22,87%,8%,5%,6%,0%,18%,8%,3%,0%,0%,0%,65.10%,56%,44%,0%,0%,14%,0%,0%,70%,0%,13%,0%,0%,3%,0%,0%
1137510,2,3,10,2,4,5,3,4,1,17,5,16,18625,35,2391.5,2.19,532.14,12.84,100%,0%,0%,2%,2%,11%,0%,2%,0%,0%,0%,82.70%,5%,94%,2%,0%,2%,82%,1%,11%,0%,0%,0%,0%,2%,2%,0%
1137580,1,1,9,2,4,7,2,4,1,14,5,17,7700,30,1304.5,1.76,256.67,16.94,97%,0%,3%,33%,0%,20%,0%,4%,0%,12%,0%,31.20%,56%,44%,0%,0%,47%,0%,18%,31%,0%,0%,0%,0%,4%,0%,0%
1137610,3,1,10,2,1,4,4,1,1,10,6,14,8375,25,845.5,1.79,335,10.1,87%,13%,0%,17%,41%,13%,8%,0%,0%,0%,7%,13.10%,8%,50%,41%,0%,37%,7%,0%,13%,1%,0%,0%,0%,0%,41%,0%
1140060,2,1,4,2,3,5,4,2,1,21,5,28,12025,46,1340.5,1.64,261.41,11.15,91%,9%,0%,31%,0%,2%,3%,1%,0%,0%,0%,63.40%,38%,52%,0%,11%,64%,2%,0%,2%,23%,6%,0%,0%,1%,0%,2%
1140070,3,3,10,2,3,5,2,4,1,1,7,27,6425,45,744.25,1.67,142.78,11.58,95%,5%,0%,21%,21%,1%,6%,2%,0%,0%,7%,40.90%,30%,49%,21%,0%,63%,7%,0%,4%,0%,4%,0%,0%,2%,21%,0%
1140180,3,1,4,1,4,7,4,4,1,29,6,22,7150,25,913.25,1.14,286,12.77,88%,12%,0%,15%,0%,3%,4%,6%,3%,0%,0%,68.20%,28%,69%,0%,3%,34%,17%,2%,3%,1%,3%,3%,0%,6%,0%,30%
1140360,1,3,10,2,4,5,6,4,1,21,3,18,25525,32,3442.5,1.78,797.66,13.49,93%,4%,3%,0%,0%,1%,0%,0%,0%,5%,0%,94.40%,88%,12%,0%,0%,19%,0%,79%,1%,0%,0%,0%,0%,1%,0%,0%
1140480,2,3,10,2,1,7,3,4,1,22,4,20,7975,65,1479.5,3.25,122.69,18.55,100%,0%,0%,0%,0%,12%,0%,25%,4%,0%,0%,58.60%,61%,39%,0%,0%,0%,21%,1%,49%,0%,0%,4%,0%,25%,0%,0%
1140500,3,1,4,2,4,5,4,4,1,1,1,3,7500,25,2211.25,8.33,300,29.48,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,92%,8%,0%,0%,94%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%
1140570,1,0,0,0,3,0,0,5,0,0,3,8,3750,10,572.75,1.25,375,15.27,88%,12%,0%,60%,0%,0%,0%,6%,0%,0%,0%,34.00%,58%,36%,0%,6%,72%,0%,4%,6%,0%,12%,0%,0%,6%,0%,0%
1140670,2,1,4,2,3,5,5,4,1,15,6,30,15000,39,1951,1.3,384.62,13.01,67%,32%,2%,32%,2%,11%,3%,0%,10%,0%,0%,42.30%,26%,69%,2%,3%,59%,0%,1%,23%,0%,2%,10%,0%,0%,2%,3%
1140890,1,2,10,2,3,7,3,4,1,16,1,10,1895,10,500.5,1,189.5,26.41,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100.00%,72%,28%,0%,0%,51%,0%,0%,0%,0%,32%,0%,0%,0%,0%,17%
1141020,1,1,6,2,4,7,4,4,1,19,2,18,9100,41,1733,2.28,221.95,19.04,100%,0%,0%,0%,0%,2%,0%,0%,0%,0%,0%,98.40%,98%,2%,0%,0%,46%,0%,0%,54%,0%,0%,0%,0%,0%,0%,0%
1141110,3,0,0,0,3,0,0,5,0,0,2,4,3225,7,427.5,1.75,460.71,13.26,86%,14%,0%,0%,0%,35%,0%,0%,0%,0%,0%,65.10%,42%,58%,0%,0%,42%,0%,0%,58%,0%,0%,0%,0%,0%,0%,0%
